SYMBOL,GeneID,Median(Tumor),Median(Normal),Log2FC,adjp
IRF1,ENSG00000125347,41.821,5.33,2.758,1.27E-52
UPF3B,ENSG00000125351,7.41,3.09,1.04,2.28E-39
SEP6,ENSG00000125354,18.6,1.82,2.797,5.82E-66
NDUFA1,ENSG00000125356,140.214,35.77,1.941,2.59E-66
PTGER2,ENSG00000125384,4.82,0.24,2.231,1.25E-56
SOX9,ENSG00000125398,36.031,10.73,1.659,1.35E-26
HS3ST3B1,ENSG00000125430,1.64,0.3,1.022,6.85E-46
MRPS7,ENSG00000125445,45.26,17.94,1.288,1.08E-44
NUP85,ENSG00000125450,31.161,14.77,1.028,7.4E-21
SLC25A19,ENSG00000125454,9.14,3.53,1.162,4.95E-37
NT5C,ENSG00000125458,51.789,20.141,1.32,3.89E-19
TTF1,ENSG00000125482,10.16,3.76,1.229,3.59E-44
GTF3C4,ENSG00000125484,4.45,1.4,1.183,1.42E-58
MBOAT7,ENSG00000125505,53.731,15.1,1.765,4E-47
SLC2A4RG,ENSG00000125520,55.521,18.34,1.547,6.07E-38
PPDPF,ENSG00000125534,489.952,93.299,2.38,2.73E-46
IL1B,ENSG00000125538,2.5,0.34,1.385,1.26E-30
PAX8,ENSG00000125618,4.15,0.95,1.401,1.08E-14
INSIG2,ENSG00000125629,19.821,8.08,1.197,1.82E-33
PSD4,ENSG00000125637,23.96,10.6,1.106,3.17E-22
SLC25A23,ENSG00000125648,26.64,8.97,1.471,1.52E-45
TNFSF9,ENSG00000125657,2.53,0.04,1.763,2.26E-39
MED1,ENSG00000125686,10.72,2.87,1.599,1.84E-65
SH2D3A,ENSG00000125731,27.46,8.89,1.525,4.34E-14
TRIP10,ENSG00000125733,70.199,22.751,1.584,1.15E-21
GPR108,ENSG00000125734,74.568,33.62,1.126,2.68E-28
FOSB,ENSG00000125740,11.3,1.27,2.438,8.84E-22
OPA3,ENSG00000125741,4.83,1.47,1.239,1.46E-67
SNRPD2,ENSG00000125743,293.333,70.521,2.041,6.47E-57
RTN2,ENSG00000125744,13.45,2.14,2.202,2.84E-68
VASP,ENSG00000125753,128.898,9.57,3.619,3E-77
SYMPK,ENSG00000125755,40.881,13.93,1.488,4.29E-42
GPCPD1,ENSG00000125772,10.63,4.61,1.052,5.11E-20
SDCBP2,ENSG00000125775,76.558,6.02,3.466,2.96E-46
PANK2,ENSG00000125779,21.12,6.86,1.493,9.31E-53
GZF1,ENSG00000125812,4.9,1.89,1.03,6.74E-46
PSMF1,ENSG00000125818,85.709,34.53,1.287,1.07E-36
RBCK1,ENSG00000125826,74.022,34.681,1.072,8.66E-24
TMX4,ENSG00000125827,13.16,3.87,1.54,1.97E-50
STK35,ENSG00000125834,7.56,3.17,1.038,1.31E-37
SNRPB,ENSG00000125835,161.075,29.06,2.431,8.01E-71
NRSN2,ENSG00000125841,19.71,6.64,1.439,4.55E-34
FLRT3,ENSG00000125848,3.85,0.46,1.732,8.89E-41
OVOL2,ENSG00000125850,8.28,3.13,1.168,8.71E-25
PCSK2,ENSG00000125851,5.51,1.96,1.137,7.19E-10
MKKS,ENSG00000125863,20.359,6.46,1.518,5.36E-58
LAMP5,ENSG00000125869,15.87,0.09,3.952,6.36E-69
SNRPB2,ENSG00000125870,44.09,8.97,2.177,6.16E-76
MGME1,ENSG00000125871,9.89,3.46,1.288,2.59E-44
ITPA,ENSG00000125877,60.488,18.539,1.654,1.81E-44
FAM110A,ENSG00000125898,11.14,1.85,2.091,1.61E-58
S1PR4,ENSG00000125910,3.28,0.23,1.799,7.64E-38
HNRNPR,ENSG00000125944,59.651,16.549,1.789,5.66E-60
ZNF436,ENSG00000125945,5.96,1.95,1.238,6.13E-27
MAX,ENSG00000125952,45.72,11.78,1.87,8.21E-66
ID1,ENSG00000125968,104.437,14.88,2.731,1.29E-40
RALY,ENSG00000125970,128.043,30.819,2.02,1.43E-61
ERGIC3,ENSG00000125991,247.142,83.818,1.549,6.5E-47
ROMO1,ENSG00000125995,213.234,49.511,2.085,6.6E-59
PLAGL2,ENSG00000126003,5.09,1.9,1.07,2.19E-47
MMP24-AS1,ENSG00000126005,63.848,25.37,1.298,9.73E-35
GRPR,ENSG00000126010,0.11,2.54,-1.673,5.71E-50
TMEM115,ENSG00000126062,31.811,11.18,1.43,8.16E-56
PSMB2,ENSG00000126067,56.519,12.74,2.066,8.39E-74
UROD,ENSG00000126088,57.031,20.11,1.459,3.53E-48
TMEM53,ENSG00000126106,14.58,3.35,1.841,3.6E-62
KLC1,ENSG00000126214,64.088,27.689,1.182,2.35E-25
F10,ENSG00000126218,6.14,1.48,1.526,7.66E-26
RBM42,ENSG00000126254,63.848,14.67,2.049,5.49E-67
KIRREL2,ENSG00000126259,1.34,23.74,-3.402,2.38E-59
UBA2,ENSG00000126261,53.749,18.32,1.503,2.06E-48
HCST,ENSG00000126264,20.959,1.71,3.019,9.73E-57
NR1D1,ENSG00000126368,15.56,6.4,1.162,1.32E-15
FRMD8,ENSG00000126391,22.461,8.71,1.273,8.51E-36
PRDX5,ENSG00000126432,342.414,80.66,2.072,3.11E-58
IRF3,ENSG00000126456,72.499,35.5,1.01,2.62E-17
PRMT1,ENSG00000126457,107.202,31.95,1.715,3.71E-43
RRAS,ENSG00000126458,114.126,11.31,3.225,4.76E-65
PRRG2,ENSG00000126460,12.71,5.58,1.059,4.69E-28
SCAF1,ENSG00000126461,25.509,7.69,1.609,3.59E-57
PRR12,ENSG00000126464,11.54,3.91,1.353,3.93E-43
SBDS,ENSG00000126524,76.019,28.899,1.365,5.74E-40
STAT5A,ENSG00000126561,19.779,5.99,1.572,1.68E-41
GLIS2,ENSG00000126603,22.611,4.43,2.12,1.32E-44
NSRP1,ENSG00000126653,18.28,8.28,1.055,3.33E-36
IFI6,ENSG00000126709,300.765,10.41,4.725,4.29E-66
UXT,ENSG00000126756,144.526,70.112,1.033,3.46E-30
TIMM17B,ENSG00000126768,56.339,14.37,1.899,3.28E-66
PCNXL4,ENSG00000126773,15.72,6.29,1.198,6.3E-36
KTN1,ENSG00000126777,76.32,27.54,1.438,3.98E-47
RHOJ,ENSG00000126785,6.15,1.21,1.694,1.08E-40
ZBTB1,ENSG00000126804,15.18,6.62,1.086,1.26E-27
RHOT1,ENSG00000126858,12.79,5.73,1.035,5.06E-41
EVI2A,ENSG00000126860,8.8,0.43,2.777,1.01E-51
WDR60,ENSG00000126870,7.62,2.9,1.144,1.32E-42
FAM78A,ENSG00000126882,2.42,0.39,1.299,1.38E-34
NUP214,ENSG00000126883,29.209,10.7,1.368,4.79E-45
SLC10A3,ENSG00000126903,29.8,8.52,1.694,2.92E-53
HNRNPH2,ENSG00000126945,50.07,15.97,1.589,8.68E-57
TIMM8A,ENSG00000126953,4.14,1.13,1.271,5.14E-65
ZC4H2,ENSG00000126970,5.55,1.57,1.35,1.26E-55
IPPK,ENSG00000127080,5.61,2.16,1.065,1.28E-48
OMD,ENSG00000127083,2.92,0.28,1.615,1.33E-30
HIVEP3,ENSG00000127124,4.12,1.04,1.328,1.17E-30
PPCS,ENSG00000127125,57.751,25.221,1.164,8.65E-35
TRAF2,ENSG00000127191,16.32,2.78,2.196,6.21E-73
RAP1B,ENSG00000127314,92.603,23.15,1.955,1.91E-54
TSPAN8,ENSG00000127324,343.198,12.72,4.649,2.2E-51
PTPRB,ENSG00000127329,5.22,1.33,1.417,2.02E-44
LRRC61,ENSG00000127399,12.13,4.89,1.157,8.33E-31
PIN1,ENSG00000127445,56.512,16.9,1.684,1.41E-50
FBXL12,ENSG00000127452,14.26,5.79,1.168,5.61E-38
PLA2G5,ENSG00000127472,2.04,0.38,1.139,1.86E-28
UBR4,ENSG00000127481,88.763,35.131,1.313,2.63E-35
EPS15L1,ENSG00000127527,15.55,6.43,1.155,7.52E-38
KLF2,ENSG00000127528,31.051,3.85,2.724,3.03E-40
F2RL3,ENSG00000127533,5.3,1.31,1.447,1.49E-23
UQCR11,ENSG00000127540,169.494,41.489,2.005,1.22E-60
SYNGR3,ENSG00000127561,1.84,0.27,1.161,1.16E-35
PKMYT1,ENSG00000127564,10.88,0.69,2.813,3.83E-63
MACF1,ENSG00000127603,77.272,23.95,1.649,1.7E-44
SMARCA4,ENSG00000127616,58.048,16.89,1.723,2.55E-52
TICAM1,ENSG00000127666,20.47,3.55,2.238,1.15E-60
METTL16,ENSG00000127804,10.01,4.42,1.022,7.04E-35
TUBA4A,ENSG00000127824,91.201,12.54,2.768,7.09E-72
VIL1,ENSG00000127831,16.82,5.9,1.369,7.2E-15
PNKD,ENSG00000127838,73.18,17.22,2.026,1.07E-65
TNFRSF19,ENSG00000127863,4.41,0.9,1.51,6.07E-39
RNF6,ENSG00000127870,15.22,4.2,1.641,7.71E-60
GNG11,ENSG00000127920,12.2,2.82,1.789,3.89E-42
SHFM1,ENSG00000127922,263.58,38.88,2.73,1.48E-77
HIP1,ENSG00000127946,8.16,1.4,1.932,1.44E-60
PTPN12,ENSG00000127947,39.639,8.93,2.033,2.43E-50
POR,ENSG00000127948,87.19,17.98,2.216,3.93E-40
FGL2,ENSG00000127951,6.92,0.72,2.203,2.81E-42
STYXL1,ENSG00000127952,44.55,15.79,1.44,1.22E-46
GNAI1,ENSG00000127955,11.8,1.85,2.167,1.94E-59
MTERF1,ENSG00000127989,5.42,2.17,1.018,1.98E-45
SGCE,ENSG00000127990,21.11,6.07,1.645,3.43E-47
ZFP36,ENSG00000128016,207.231,34.26,2.562,7.56E-34
SRD5A3,ENSG00000128039,43.84,7.67,2.371,1.03E-61
RASL11B,ENSG00000128045,3.39,0.41,1.639,3.85E-43
PAICS,ENSG00000128050,30.37,8.96,1.655,1.25E-50
KDR,ENSG00000128052,5.36,2.04,1.065,1.47E-26
GAL3ST1,ENSG00000128242,7.38,2.36,1.318,8.2E-24
YWHAH,ENSG00000128245,137.834,26.99,2.31,1.98E-62
GNAZ,ENSG00000128266,2.34,0.51,1.145,1.08E-26
MGAT3,ENSG00000128268,7.63,1.09,2.046,1.49E-43
TPST2,ENSG00000128294,18.4,132.064,-2.778,2.33E-52
TST,ENSG00000128311,71.169,23,1.588,8.11E-25
RAC2,ENSG00000128340,52.001,1.86,4.212,1.14E-76
LIF,ENSG00000128342,17.771,0.58,3.57,4.03E-58
KRT17,ENSG00000128422,295.824,0.67,7.474,3.53E-68
SPECC1,ENSG00000128487,15.39,2.66,2.163,6.74E-64
POT1,ENSG00000128513,10.7,2.94,1.57,1.12E-61
LSM8,ENSG00000128534,39.281,9.16,1.987,2.25E-69
IFT22,ENSG00000128581,26.75,7.5,1.707,7.85E-67
MKLN1,ENSG00000128585,11.27,3.84,1.342,1.29E-50
FLNC,ENSG00000128591,4.47,0.25,2.13,1.48E-38
SMO,ENSG00000128602,7.54,2.33,1.359,4.55E-27
IRF5,ENSG00000128604,10.07,3.27,1.374,6.9E-34
LRRC17,ENSG00000128606,4.99,0.95,1.619,2.49E-31
NDUFA5,ENSG00000128609,47.649,16.48,1.477,9.36E-49
MRPS12,ENSG00000128626,36.181,11.95,1.522,2.02E-46
MTX2,ENSG00000128654,28.191,11.12,1.268,4.67E-46
GAD1,ENSG00000128683,1.46,0.19,1.048,6.31E-27
HAT1,ENSG00000128708,26.75,10.73,1.242,1.61E-39
HOXD9,ENSG00000128709,1.24,0.11,1.013,6.56E-44
SNRPN,ENSG00000128739,78.243,35.671,1.112,2.64E-13
PSMG2,ENSG00000128789,67.761,24.899,1.409,2.19E-47
TWSG1,ENSG00000128791,16.91,1.75,2.703,9.53E-81
WDFY4,ENSG00000128815,3.05,0.26,1.685,2.88E-34
INO80,ENSG00000128908,10.03,3.64,1.249,5.09E-42
ICE2,ENSG00000128915,13.59,6.08,1.043,5.07E-38
FAM63B,ENSG00000128923,4.81,1.22,1.388,1.01E-47
IVD,ENSG00000128928,30.13,13.68,1.084,5.13E-32
KNSTRN,ENSG00000128944,7.9,2.1,1.521,4.52E-54
ISLR,ENSG00000129009,141.925,3.04,5.145,2.45E-76
LOXL1,ENSG00000129038,75.609,4.1,3.909,3.96E-80
MBD4,ENSG00000129071,21.28,10.09,1.006,1.25E-29
PSMA1,ENSG00000129084,102.238,34.35,1.546,4.89E-47
SUMF2,ENSG00000129103,116.073,48.751,1.235,1.95E-35
PALLD,ENSG00000129116,89.61,5.52,3.797,2.85E-71
SERGEF,ENSG00000129158,32.099,13.86,1.155,4.26E-38
FAM64A,ENSG00000129195,2.65,0.04,1.811,2.89E-68
TXNDC17,ENSG00000129235,125.669,34.071,1.853,3.07E-55
FXR2,ENSG00000129245,18.77,8.37,1.077,1.71E-37
MPDU1,ENSG00000129255,53.5,19.94,1.38,1.03E-49
LRRC6,ENSG00000129295,4.61,1.5,1.166,3.2E-33
SLC44A2,ENSG00000129353,91.982,21.029,2.078,2.7E-50
SIGLEC9,ENSG00000129450,2.33,0.4,1.25,6.3E-13
KLK10,ENSG00000129451,69.85,0.2,5.884,2.61E-59
KLK8,ENSG00000129455,11.11,0,3.598,1.49E-33
NGDN,ENSG00000129460,31.38,13.21,1.188,4.03E-41
RIPK3,ENSG00000129465,15.54,5.09,1.441,2.48E-26
HEATR5A,ENSG00000129493,6.97,2.25,1.294,6.23E-52
FOXA1,ENSG00000129514,3.75,0.18,2.009,1.12E-42
SNX6,ENSG00000129515,37.299,7.31,2.204,1.39E-64
MIS18BP1,ENSG00000129534,8.82,3.45,1.142,1.32E-30
NEDD8,ENSG00000129559,199.991,45.921,2.099,4.03E-68
TEP1,ENSG00000129566,19.48,4.93,1.788,1.34E-47
EPB41L4A,ENSG00000129595,5.07,1.76,1.137,1.06E-31
REEP5,ENSG00000129625,83.638,40.349,1.033,3.38E-32
ITFG1,ENSG00000129636,46.24,11.93,1.869,3.1E-68
FOXJ1,ENSG00000129654,1.87,0.18,1.282,2.39E-28
SEC14L1,ENSG00000129657,30.13,11.3,1.34,2.63E-41
RHBDF2,ENSG00000129667,29.191,10.05,1.45,1.48E-24
MAP7D3,ENSG00000129680,3.15,1,1.053,3.28E-33
FGF13,ENSG00000129682,1.65,0.31,1.016,4.26E-25
TTI2,ENSG00000129696,6.7,1.83,1.444,2.4E-70
SGOL1,ENSG00000129810,1.25,0.06,1.086,5.02E-53
KLF16,ENSG00000129911,14.91,2.25,2.291,4.87E-72
SHC2,ENSG00000129946,26.85,82.773,-1.589,3.39E-20
GAMT,ENSG00000130005,18.39,72.048,-1.914,2.04E-29
HDHD1,ENSG00000130021,11,2.5,1.778,1.36E-64
SAT1,ENSG00000130066,545.448,110.76,2.29,3.85E-29
GNL3L,ENSG00000130119,4.63,1.46,1.194,1.32E-41
MOSPD2,ENSG00000130150,4.81,1.83,1.038,8.82E-27
LDLR,ENSG00000130164,56.602,7.06,2.837,2.35E-39
PRKCSH,ENSG00000130175,197.854,81.718,1.265,2.83E-36
THEM6,ENSG00000130193,21.75,8.95,1.193,2.13E-31
PVRL2,ENSG00000130202,126.027,18.59,2.697,5.51E-74
TOMM40,ENSG00000130204,34.279,9.53,1.744,4.27E-62
KIF1A,ENSG00000130294,2.76,15.911,-2.169,3.88E-20
PLVAP,ENSG00000130300,84.617,30.95,1.422,1.84E-30
SLC27A1,ENSG00000130304,15.38,6.4,1.146,1.6E-27
MRPL34,ENSG00000130312,61.129,26.611,1.17,1.18E-35
PGLS,ENSG00000130313,75.248,35.26,1.072,1.4E-23
LSM7,ENSG00000130332,118.217,25.419,2.174,2.31E-51
TULP4,ENSG00000130338,3.89,1.36,1.051,3.8E-43
SNX9,ENSG00000130340,33.27,7.95,1.937,2.55E-59
RTN4IP1,ENSG00000130347,4.29,1.18,1.279,9.48E-59
RSPH3,ENSG00000130363,3.64,1.17,1.096,3.73E-49
EPO,ENSG00000130427,0.05,2.35,-1.674,6.32E-65
FCHO1,ENSG00000130475,5.55,0.36,2.268,2.4E-61
MAP1S,ENSG00000130479,33.59,5.55,2.401,5.8E-75
KLHDC7B,ENSG00000130487,1.42,0.05,1.205,8.04E-24
SCO2,ENSG00000130489,31.491,6.67,2.083,8.72E-58
PXDN,ENSG00000130508,19.79,1.47,3.073,5.63E-62
SSBP4,ENSG00000130511,51.289,19.43,1.356,5.75E-31
LSM4,ENSG00000130520,102.493,22.239,2.155,5.16E-66
TRPM4,ENSG00000130529,30.431,7.15,1.947,7.41E-31
UBAC1,ENSG00000130560,26.469,9.53,1.383,8.69E-51
HELZ2,ENSG00000130589,17.39,3.32,2.09,6.87E-55
SAMD10,ENSG00000130590,6.51,2.18,1.24,1.06E-28
LSP1,ENSG00000130592,48.789,3.96,3.327,4.31E-54
TNNI2,ENSG00000130598,9.81,2.39,1.673,7.09E-13
H19,ENSG00000130600,134.829,66.251,1.014,6.03E-05
TUBGCP2,ENSG00000130640,43.77,17.9,1.244,4.38E-31
PNPLA7,ENSG00000130653,3.61,11.04,-1.385,9.51E-34
PAK4,ENSG00000130669,36.319,13.4,1.374,7.76E-35
LAMA5,ENSG00000130702,71.471,28.12,1.315,1.63E-12
FIBCD1,ENSG00000130720,2.81,0,1.93,3.33E-31
UBE2M,ENSG00000130725,59.75,16.75,1.775,9.25E-62
TRIM28,ENSG00000130726,251.218,110.79,1.174,3.74E-26
ZC3H4,ENSG00000130749,10.98,4.88,1.027,4.24E-37
GMFG,ENSG00000130755,42.801,4.06,3.114,9.67E-58
SESN2,ENSG00000130766,7.93,3.23,1.078,8.96E-36
MED18,ENSG00000130772,9.4,2.68,1.499,8.2E-63
THEMIS2,ENSG00000130775,21.72,1.92,2.96,2.24E-52
ZNF317,ENSG00000130803,15.35,5.61,1.307,6.5E-50
ZNF426,ENSG00000130818,2.6,0.8,1,2.16E-56
SLC6A8,ENSG00000130821,30.01,6.28,2.091,8.09E-28
NOL11,ENSG00000130935,23.6,7.7,1.5,9.14E-58
HABP4,ENSG00000130956,10.6,2.61,1.684,4.85E-58
SLC35D2,ENSG00000130958,36.78,15.82,1.167,3.79E-35
PRRG1,ENSG00000130962,5.12,0.59,1.944,2.28E-69
UBA1,ENSG00000130985,119.452,31.939,1.871,6.72E-58
RGN,ENSG00000130988,4.53,13.73,-1.413,2.1E-22
TXLNGY,ENSG00000131002,2.79,13.5,-1.936,1.77E-08
PPIL4,ENSG00000131013,13.3,5.31,1.18,1.25E-41
ULBP2,ENSG00000131015,2.31,0.15,1.525,1.77E-45
EPS8L1,ENSG00000131037,112.61,12.16,3.11,3.82E-29
LILRB2,ENSG00000131042,4.29,0.58,1.743,1.11E-28
HIGD1B,ENSG00000131097,4.11,1.55,1.003,1.65E-26
ZNF227,ENSG00000131115,6.92,1.96,1.42,2.99E-55
ZNF428,ENSG00000131116,34.04,11.66,1.469,6.76E-50
GINS2,ENSG00000131153,2.63,0.29,1.493,1.85E-62
SH3BGRL,ENSG00000131171,84.5,17.5,2.208,3.06E-64
F12,ENSG00000131187,7.81,1.02,2.125,2.78E-43
NFATC1,ENSG00000131196,7.25,1.59,1.671,2.36E-37
IDO1,ENSG00000131203,4.72,0.13,2.34,2.54E-39
PPT1,ENSG00000131238,59.482,12.05,2.212,4.55E-63
RLIM,ENSG00000131263,7.8,2.07,1.519,8.06E-64
TRAF3,ENSG00000131323,7.61,1.32,1.892,5.84E-74
HAUS8,ENSG00000131351,7.8,1.61,1.753,7.65E-68
SH3BP5,ENSG00000131370,15.34,2.47,2.235,4.03E-50
TBC1D5,ENSG00000131374,9.43,3.5,1.213,1.03E-36
RFTN1,ENSG00000131378,21.08,1.61,3.081,2.88E-68
SLC6A6,ENSG00000131389,23.35,1.26,3.429,4.08E-78
NAPSB,ENSG00000131401,13.51,0.62,3.163,1.03E-47
NR1H2,ENSG00000131408,53.009,16.8,1.601,2.66E-46
PDLIM4,ENSG00000131435,42.591,2.2,3.768,2.57E-72
KIF3A,ENSG00000131437,3.74,1.25,1.075,2.47E-43
GFPT2,ENSG00000131459,13.66,1.76,2.409,9.09E-35
PSME3,ENSG00000131467,45.229,14.84,1.545,7.67E-51
RPL27,ENSG00000131469,1746.316,838.518,1.058,6.75E-18
VPS25,ENSG00000131475,59.1,18.46,1.627,5.59E-58
RAMP2,ENSG00000131477,29.25,5.38,2.245,1.34E-51
NDUFA2,ENSG00000131495,89.56,28.759,1.606,7.37E-57
NDFIP1,ENSG00000131507,43.081,16.11,1.365,3.86E-52
UBE2D2,ENSG00000131508,88.358,31.12,1.476,5.69E-48
EXOC4,ENSG00000131558,23.94,9.73,1.217,2.44E-46
PPFIA1,ENSG00000131626,16.74,7.32,1.092,5.18E-36
TMEM204,ENSG00000131634,29.41,5.62,2.2,7.69E-47
THOC6,ENSG00000131652,25.81,7.79,1.609,4.06E-54
TRAF7,ENSG00000131653,44.979,13.87,1.629,4.14E-47
NINJ1,ENSG00000131669,47.052,12.76,1.804,7.01E-53
MAP1B,ENSG00000131711,6.38,0.99,1.891,1.74E-44
IL13RA1,ENSG00000131724,45.509,7.25,2.495,5.2E-80
WDR44,ENSG00000131725,6.03,1.69,1.386,7.12E-55
ZCCHC9,ENSG00000131732,17.31,5.53,1.487,1.72E-56
TNS4,ENSG00000131746,20.559,0.06,4.346,3.61E-54
TOP2A,ENSG00000131747,12.43,0.18,3.509,4.72E-82
STARD3,ENSG00000131748,40.279,18.731,1.065,4.92E-27
RARA,ENSG00000131759,33.77,4.86,2.569,1.04E-73
PPP1R1B,ENSG00000131771,76.68,26.859,1.479,0.001
KHDRBS3,ENSG00000131773,10.35,2.8,1.579,9E-41
PEX11B,ENSG00000131779,32.099,8.96,1.733,1.61E-64
PIAS3,ENSG00000131788,24.661,11.17,1.076,1.7E-24
RAI2,ENSG00000131831,11.33,4.46,1.175,1.47E-24
ZNF304,ENSG00000131845,3.1,0.97,1.057,8.18E-45
SNRPA1,ENSG00000131876,40.5,17.2,1.189,1.06E-29
LLGL1,ENSG00000131899,7.92,2.17,1.493,4.68E-54
THAP1,ENSG00000131931,4.48,1.73,1.005,1.73E-44
RHPN2,ENSG00000131941,25.871,3.34,2.63,9.09E-48
FAAP24,ENSG00000131944,2.11,0.38,1.172,7.08E-54
GCH1,ENSG00000131979,7.66,2.07,1.496,4.41E-35
LGALS3,ENSG00000131981,513.421,31.78,3.972,2.82E-62
PODNL1,ENSG00000132000,11.33,0.46,3.078,9.68E-60
ZSWIM4,ENSG00000132003,7.96,1.29,1.968,2.18E-60
FBXW9,ENSG00000132004,7.65,2.94,1.134,1.41E-41
MATN3,ENSG00000132031,13.46,0.17,3.627,4.78E-60
TRIM21,ENSG00000132109,17.55,3.8,1.95,4.62E-59
LRRC41,ENSG00000132128,37.519,17.2,1.082,1.37E-34
PPARG,ENSG00000132170,20.141,0.95,3.438,5.21E-64
SLX1A,ENSG00000132207,33.19,16.02,1.006,3.49E-13
TRIM22,ENSG00000132274,29.1,5.55,2.2,1.24E-31
RRP8,ENSG00000132275,15.35,5.75,1.276,2.41E-47
IMMT,ENSG00000132305,38.149,17.48,1.083,2.49E-40
MRPL35,ENSG00000132313,21.491,6.79,1.53,4.63E-58
PER2,ENSG00000132326,6.6,2.24,1.23,2.88E-24
PTPRE,ENSG00000132334,8.44,0.79,2.399,1.26E-70
RAN,ENSG00000132341,373.664,74.31,2.315,1.04E-57
RPA1,ENSG00000132383,27.219,9.76,1.391,6.6E-47
SERPINF1,ENSG00000132386,244.636,59.829,2.014,1.48E-26
UBE2G1,ENSG00000132388,14.41,6.4,1.058,6.17E-38
TBC1D14,ENSG00000132405,16.46,7.08,1.112,3.43E-36
TMEM128,ENSG00000132406,20.549,8.14,1.237,2.96E-47
FIGNL1,ENSG00000132436,3.12,0.96,1.072,9.51E-44
GRSF1,ENSG00000132463,51.739,23.691,1.095,9.47E-35
JCHAIN,ENSG00000132465,85.07,1.57,5.066,2.89E-39
UTP3,ENSG00000132467,19.471,5.48,1.66,3.25E-64
ITGB4,ENSG00000132470,207.475,7.11,4.684,3.01E-63
H3F3B,ENSG00000132475,790.652,220.555,1.837,8.53E-36
TRIM47,ENSG00000132481,54.018,7.77,2.649,3.61E-44
KDM6B,ENSG00000132510,10.34,4.4,1.07,1.41E-29
XAF1,ENSG00000132530,21.64,3.33,2.386,2.75E-31
MATN2,ENSG00000132561,22.98,3.62,2.376,4.09E-49
SDF2,ENSG00000132581,58.032,16.06,1.791,1.46E-68
FLOT2,ENSG00000132589,65.639,16.511,1.928,9.58E-50
ERAL1,ENSG00000132591,30.13,10.85,1.393,1.62E-56
PRMT7,ENSG00000132600,25.53,11.96,1.034,1.96E-26
NIP7,ENSG00000132603,16.24,4.15,1.743,1.41E-57
TERF2,ENSG00000132604,15.97,5.6,1.362,6.87E-53
MTSS1L,ENSG00000132613,17.01,4.35,1.751,6.06E-45
HSPA12B,ENSG00000132622,3.39,0.92,1.193,7.91E-32
PCNA,ENSG00000132646,54.871,12.45,2.054,3.25E-63
NXT1,ENSG00000132661,21.51,4.4,2.06,2.63E-72
RIN2,ENSG00000132669,19.751,5.22,1.738,1.69E-57
PTPRA,ENSG00000132670,33.261,8.31,1.88,1.61E-67
NES,ENSG00000132688,12.86,1.91,2.252,4.16E-54
RAB25,ENSG00000132698,155.545,27.05,2.481,6.34E-39
SYT11,ENSG00000132718,6.93,0.69,2.23,1.7E-53
TOE1,ENSG00000132773,6.32,2.06,1.258,7.83E-52
NASP,ENSG00000132780,57.38,19.981,1.476,9.33E-43
ZSWIM3,ENSG00000132801,2.22,0.58,1.027,1.32E-63
RBM38,ENSG00000132819,13.75,4.33,1.469,4.4E-31
VSTM2L,ENSG00000132821,20.46,0.71,3.65,1.08E-52
OSER1,ENSG00000132823,24.981,8.79,1.408,2.51E-44
SERINC3,ENSG00000132824,58.161,13.95,1.984,5.63E-66
PPP1R3D,ENSG00000132825,3.81,1.28,1.077,3.14E-49
KANK4,ENSG00000132854,1.48,4.19,-1.065,2.11E-11
MTUS2,ENSG00000132938,0.58,4,-1.662,2.08E-31
ZMYM5,ENSG00000132950,6.76,2.52,1.14,1.74E-37
POMP,ENSG00000132963,84.529,16.81,2.264,7.06E-79
HMGB1P5,ENSG00000132967,52.691,11.19,2.139,9.98E-55
MYH10,ENSG00000133026,11.63,2.89,1.699,2.46E-43
SCO1,ENSG00000133028,11.21,4.02,1.282,9.57E-61
MPRIP,ENSG00000133030,94.228,44.591,1.063,7.72E-26
PIK3C2B,ENSG00000133056,10.29,1.94,1.941,5.53E-57
LGR6,ENSG00000133067,3.11,0.07,1.942,1.2E-35
SPG20,ENSG00000133104,17.15,5.77,1.423,3.73E-29
EPSTI1,ENSG00000133106,20.031,0.64,3.681,2.96E-70
POSTN,ENSG00000133110,148.117,0.89,6.302,4.41E-85
GPALPP1,ENSG00000133114,9.65,3.16,1.356,2.04E-57
RNF128,ENSG00000133135,28.259,4.92,2.305,5.86E-44
TCEAL4,ENSG00000133142,95.028,36.061,1.374,6.32E-38
FAM104A,ENSG00000133193,14.4,5.3,1.289,2.47E-52
SLC39A11,ENSG00000133195,25.93,5.73,2.001,4.21E-69
EPHB2,ENSG00000133216,7.95,1.03,2.14,2.76E-46
PRAM1,ENSG00000133246,2.73,0.61,1.212,1.16E-21
HSPBP1,ENSG00000133265,33.56,10.15,1.632,5.68E-48
RTN3,ENSG00000133318,86.18,33.831,1.324,3.46E-44
RARRES3,ENSG00000133321,111.917,3.94,4.515,6.4E-73
HRASLS2,ENSG00000133328,4.88,0,2.556,8.18E-40
MYH11,ENSG00000133392,22.811,3.42,2.43,1.33E-28
FOPNL,ENSG00000133393,15.08,6.92,1.022,8.91E-40
MED10,ENSG00000133398,30.56,9.97,1.525,7.85E-50
MORC2,ENSG00000133422,21.72,8.33,1.284,2.97E-38
LARGE,ENSG00000133424,6.5,2.61,1.055,1.39E-39
GIMAP6,ENSG00000133561,5.61,1.9,1.189,3.16E-23
GIMAP4,ENSG00000133574,15.57,2.85,2.106,7.67E-43
